**********************
Windows PowerShell transcript start
Start time: 20220203025700
Username: DESKTOP-SITPOTH\sysadmin
RunAs User: DESKTOP-SITPOTH\sysadmin
Configuration Name: 
Machine: DESKTOP-SITPOTH (Microsoft Windows NT 10.0.19041.0)
Host Application: C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe
Process ID: 6240
PSVersion: 5.1.19041.1
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.19041.1
BuildVersion: 10.0.19041.1
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
**********************
Command start time: 20220203025700
**********************
PS>[Microsoft.Windows.PowerShell.Gui.Internal.HostTextWriter]::RegisterHost($host.ui)
**********************
Command start time: 20220203025701
**********************
PS>filter more { $_ }
**********************
Command start time: 20220203025701
**********************
PS>
function psEdit([Parameter(Mandatory=$true)]$filenames)
{
    foreach ($filename in $filenames)
    {
        dir $filename | where {!$_.PSIsContainer} | %{
            $psISE.CurrentPowerShellTab.Files.Add($_.FullName) > $null
        }
    }
}
**********************
Command start time: 20220203025701
**********************
PS>$OutputEncoding = [System.Console]::OutputEncoding
**********************
Command start time: 20220203025701
**********************
PS>ipmo ISE
**********************
Command start time: 20220203025702
**********************
PS>CommandInvocation(Set-Variable): "Set-Variable"
>> ParameterBinding(Set-Variable): name="Name"; value="profile"
>> ParameterBinding(Set-Variable): name="Value"; value="C:\Users\sysadmin\Documents\WindowsPowerShell\Microsoft.PowerShellISE_profile.ps1"
>> ParameterBinding(Set-Variable): name="Option"; value="None"
**********************
Command start time: 20220203025703
**********************
PS C:\Users\sysadmin> @(Get-Command  -CommandType Cmdlet, Function, Script, ExternalScript, Workflow),@(get-module)

CommandType     Name                                               Version    Source


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\net


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                http
d-----         9/17/2020   6:10 AM                pop
d-----         9/17/2020   6:10 AM                smtp


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\psych


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                handlers
d-----         9/17/2020   6:10 AM                json
d-----         9/17/2020   6:10 AM                nodes
d-----         9/17/2020   6:10 AM                visitors


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rdoc


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                context
d-----         9/17/2020   6:10 AM                generator
d-----         9/17/2020   6:10 AM                i18n
d-----         9/17/2020   6:10 AM                markdown
d-----         9/17/2020   6:10 AM                markup
d-----         9/17/2020   6:10 AM                parser
d-----         9/17/2020   6:10 AM                rd
d-----         9/17/2020   6:10 AM                ri
d-----         9/17/2020   6:10 AM                stats


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rdoc\generator


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                pot
d-----         9/17/2020   6:10 AM                template


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rdoc\generator\template


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                darkfish
d-----         9/17/2020   6:10 AM                json_index


    Directory:
    C:\opscode\chef\embedded\lib\ruby\2.7.0\rdoc\generator\template\darkfish


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                css
d-----         9/17/2020   6:10 AM                fonts
d-----         9/17/2020   6:10 AM                images
d-----         9/17/2020   6:10 AM                js


    Directory:
    C:\opscode\chef\embedded\lib\ruby\2.7.0\rdoc\generator\template\json_index


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                js


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\reline


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                key_actor
d-----         9/17/2020   6:10 AM                unicode


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rexml


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                dtd
d-----         9/17/2020   6:10 AM                formatters
d-----         9/17/2020   6:10 AM                light
d-----         9/17/2020   6:10 AM                parsers
d-----         9/17/2020   6:10 AM                validation


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rss


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                content
d-----         9/17/2020   6:10 AM                dublincore
d-----         9/17/2020   6:10 AM                maker


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                commands
d-----         9/17/2020   6:10 AM                core_ext
d-----         9/17/2020   6:10 AM                defaults
d-----         9/17/2020   6:10 AM                ext
d-----         9/17/2020   6:10 AM                package
d-----         9/17/2020   6:10 AM                request
d-----         9/17/2020   6:10 AM                request_set
d-----         9/17/2020   6:10 AM                resolver
d-----         9/17/2020   6:10 AM                security
d-----         9/17/2020   6:10 AM                source
d-----         9/17/2020   6:10 AM                ssl_certs
d-----         9/17/2020   6:10 AM                util


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\package


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                tar_reader


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\request_set


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                lockfile


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\resolver


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                molinillo


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\resolver\molinillo


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                lib


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\resolver\molinillo\lib


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                molinillo


    Directory:
    C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\resolver\molinillo\lib\molinillo


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                delegates
d-----         9/17/2020   6:10 AM                dependency_graph
d-----         9/17/2020   6:10 AM                modules


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\rubygems\ssl_certs


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                index.rubygems.org
d-----         9/17/2020   6:10 AM                rubygems.global.ssl.fastly.net
d-----         9/17/2020   6:10 AM                rubygems.org


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\webrick


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                httpauth
d-----         9/17/2020   6:10 AM                httpservlet


    Directory: C:\opscode\chef\embedded\lib\ruby\2.7.0\x64-mingw32


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                cgi
d-----         9/17/2020   6:10 AM                digest
d-----         9/17/2020   6:10 AM                enc
d-----         9/17/2020   6:10 AM                io
d-----         9/17/2020   6:10 AM                json
d-----         9/17/2020   6:10 AM                racc
d-----         9/17/2020   6:10 AM                rbconfig
d-----         9/17/2020   6:10 AM                win32

>> TerminatingError(): "The pipeline has been stopped."
>> TerminatingError(): "The pipeline has been stopped."
>> TerminatingError(): "The pipeline has been stopped."
**********************
Command start time: 20220203032717
**********************
PS C:\> C:\Users\sysadmin\Documents\enum_acls.ps1


    Directory: C:\


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                chef
d-----         9/17/2020   6:11 AM                opscode
d-----         12/7/2019   9:14 AM                PerfLogs
d-r---         9/17/2020   6:13 AM                Program Files
d-r---         12/7/2019   9:52 AM                Program Files (x86)
d-r---          2/3/2022   2:34 AM                Users
d----l         9/22/2020   6:55 PM                vagrant
d-----         9/22/2020   6:51 PM                Windows


    Directory: C:\opscode


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:11 AM                chef


    Directory: C:\opscode\chef


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                bin
d-----         9/17/2020   6:11 AM                embedded
d-----         9/17/2020   6:11 AM                LICENSES
d-----         9/17/2020   6:11 AM                modules


    Directory: C:\opscode\chef\embedded


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                bin
d-----         9/17/2020   6:10 AM                etc
d-----         9/17/2020   6:10 AM                include
d-----         9/17/2020   6:11 AM                lib
d-----         9/17/2020   6:11 AM                mingw
d-----         9/17/2020   6:11 AM                postinstall
d-----         9/17/2020   6:11 AM                sbin
d-----         9/17/2020   6:11 AM                share
d-----         9/17/2020   6:11 AM                ssl


    Directory: C:\opscode\chef\embedded\include


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                libexslt
d-----         9/17/2020   6:10 AM                libxml2
d-----         9/17/2020   6:10 AM                libxslt
d-----         9/17/2020   6:10 AM                lzma
d-----         9/17/2020   6:10 AM                openssl
d-----         9/17/2020   6:10 AM                ruby-2.7.0


    Directory: C:\opscode\chef\embedded\include\libxml2


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                libxml


    Directory: C:\opscode\chef\embedded\include\ruby-2.7.0


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                ruby
d-----         9/17/2020   6:10 AM                x64-mingw32


    Directory: C:\opscode\chef\embedded\include\ruby-2.7.0\ruby


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                backward


    Directory: C:\opscode\chef\embedded\include\ruby-2.7.0\x64-mingw32


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                ruby


    Directory: C:\opscode\chef\embedded\lib


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                cmake
d-----         9/17/2020   6:10 AM                config_guess
d-----         9/17/2020   6:10 AM                engines
d-----         9/17/2020   6:10 AM                perl5
d-----         9/17/2020   6:10 AM                pkgconfig
d-----         9/17/2020   6:11 AM                ruby


    Directory: C:\opscode\chef\embedded\lib\cmake


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                libxml2


    Directory: C:\opscode\chef\embedded\lib\perl5


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                5.8
d-----         9/17/2020   6:10 AM                vendor_perl


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Attribute
d-----         9/17/2020   6:10 AM                auto
d-----         9/17/2020   6:10 AM                B
d-----         9/17/2020   6:10 AM                Carp
d-----         9/17/2020   6:10 AM                CGI
d-----         9/17/2020   6:10 AM                Class
d-----         9/17/2020   6:10 AM                CPAN
d-----         9/17/2020   6:10 AM                DBM_Filter
d-----         9/17/2020   6:10 AM                Devel
d-----         9/17/2020   6:10 AM                Digest
d-----         9/17/2020   6:10 AM                Encode
d-----         9/17/2020   6:10 AM                Exporter
d-----         9/17/2020   6:10 AM                ExtUtils
d-----         9/17/2020   6:10 AM                File
d-----         9/17/2020   6:10 AM                Filter
d-----         9/17/2020   6:10 AM                Getopt
d-----         9/17/2020   6:10 AM                Hash
d-----         9/17/2020   6:10 AM                I18N
d-----         9/17/2020   6:10 AM                IO
d-----         9/17/2020   6:10 AM                IPC
d-----         9/17/2020   6:10 AM                List
d-----         9/17/2020   6:10 AM                Locale
d-----         9/17/2020   6:10 AM                Math
d-----         9/17/2020   6:10 AM                Memoize
d-----         9/17/2020   6:10 AM                msys
d-----         9/17/2020   6:10 AM                Net
d-----         9/17/2020   6:10 AM                PerlIO
d-----         9/17/2020   6:10 AM                Pod
d-----         9/17/2020   6:10 AM                pods
d-----         9/17/2020   6:10 AM                Scalar
d-----         9/17/2020   6:10 AM                Search
d-----         9/17/2020   6:10 AM                Term
d-----         9/17/2020   6:10 AM                Test
d-----         9/17/2020   6:10 AM                Text
d-----         9/17/2020   6:10 AM                Thread
d-----         9/17/2020   6:10 AM                Tie
d-----         9/17/2020   6:10 AM                Time
d-----         9/17/2020   6:10 AM                Unicode
d-----         9/17/2020   6:10 AM                unicore
d-----         9/17/2020   6:10 AM                User
d-----         9/17/2020   6:10 AM                warnings


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\auto


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                POSIX


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\auto\POSIX


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                SigAction


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\CGI


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                eg


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Encode


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                CN
d-----         9/17/2020   6:10 AM                JP
d-----         9/17/2020   6:10 AM                KR
d-----         9/17/2020   6:10 AM                MIME
d-----         9/17/2020   6:10 AM                Unicode


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Encode\MIME


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Header


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\ExtUtils


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Command
d-----         9/17/2020   6:10 AM                Constant
d-----         9/17/2020   6:10 AM                Liblist
d-----         9/17/2020   6:10 AM                MakeMaker


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\File


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Spec


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\I18N


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                LangTags


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\IO


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Socket


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Locale


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Maketext


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Math


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                BigFloat
d-----         9/17/2020   6:10 AM                BigInt


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                auto
d-----         9/17/2020   6:10 AM                B
d-----         9/17/2020   6:10 AM                CORE
d-----         9/17/2020   6:10 AM                Data
d-----         9/17/2020   6:10 AM                Devel
d-----         9/17/2020   6:10 AM                Digest
d-----         9/17/2020   6:10 AM                Encode
d-----         9/17/2020   6:10 AM                File
d-----         9/17/2020   6:10 AM                Filter
d-----         9/17/2020   6:10 AM                IO
d-----         9/17/2020   6:10 AM                MIME
d-----         9/17/2020   6:10 AM                PerlIO
d-----         9/17/2020   6:10 AM                Sys
d-----         9/17/2020   6:10 AM                threads
d-----         9/17/2020   6:10 AM                Time
d-----         9/17/2020   6:10 AM                Unicode
d-----         9/17/2020   6:10 AM                XS


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                attrs
d-----         9/17/2020   6:10 AM                B
d-----         9/17/2020   6:10 AM                ByteLoader
d-----         9/17/2020   6:10 AM                Cwd
d-----         9/17/2020   6:10 AM                Data
d-----         9/17/2020   6:10 AM                Devel
d-----         9/17/2020   6:10 AM                Digest
d-----         9/17/2020   6:10 AM                DynaLoader
d-----         9/17/2020   6:10 AM                Encode
d-----         9/17/2020   6:10 AM                Fcntl
d-----         9/17/2020   6:10 AM                File
d-----         9/17/2020   6:10 AM                Filter
d-----         9/17/2020   6:10 AM                GDBM_File
d-----         9/17/2020   6:10 AM                IO
d-----         9/17/2020   6:10 AM                List
d-----         9/17/2020   6:10 AM                MIME
d-----         9/17/2020   6:10 AM                NDBM_File
d-----         9/17/2020   6:10 AM                ODBM_File
d-----         9/17/2020   6:10 AM                Opcode
d-----         9/17/2020   6:10 AM                PerlIO
d-----         9/17/2020   6:10 AM                POSIX
d-----         9/17/2020   6:10 AM                re
d-----         9/17/2020   6:10 AM                sdbm
d-----         9/17/2020   6:10 AM                SDBM_File
d-----         9/17/2020   6:10 AM                Socket
d-----         9/17/2020   6:10 AM                Storable
d-----         9/17/2020   6:10 AM                Sys
d-----         9/17/2020   6:10 AM                threads
d-----         9/17/2020   6:10 AM                Time
d-----         9/17/2020   6:10 AM                Unicode
d-----         9/17/2020   6:10 AM                Win32CORE
d-----         9/17/2020   6:10 AM                XS


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\B


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                C


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Data


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Dumper


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Devel


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                DProf
d-----         9/17/2020   6:10 AM                Peek
d-----         9/17/2020   6:10 AM                PPPort


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Digest


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                MD5


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Encode


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Byte
d-----         9/17/2020   6:10 AM                CN
d-----         9/17/2020   6:10 AM                EBCDIC
d-----         9/17/2020   6:10 AM                JP
d-----         9/17/2020   6:10 AM                KR
d-----         9/17/2020   6:10 AM                Symbol
d-----         9/17/2020   6:10 AM                TW
d-----         9/17/2020   6:10 AM                Unicode


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\File


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Glob


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Filter


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Util


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Filter\Util


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Call


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\List


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Util


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\MIME


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Base64


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\PerlIO


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                encoding
d-----         9/17/2020   6:10 AM                scalar
d-----         9/17/2020   6:10 AM                via


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Sys


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Hostname
d-----         9/17/2020   6:10 AM                Syslog


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\threads


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                shared


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Time


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                HiRes


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\Unicode


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Normalize


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\auto\XS


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                APItest
d-----         9/17/2020   6:10 AM                Typemap


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\msys\Filter


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Util


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Net


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                FTP


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\PerlIO


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                via


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Pod


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Perldoc
d-----         9/17/2020   6:10 AM                Text


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Test


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Builder
d-----         9/17/2020   6:10 AM                Harness


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Test\Builder


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Tester


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\Unicode


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Collate


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\unicore


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                lib
d-----         9/17/2020   6:10 AM                To


    Directory: C:\opscode\chef\embedded\lib\perl5\5.8\unicore\lib


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                bc
d-----         9/17/2020   6:10 AM                ccc
d-----         9/17/2020   6:10 AM                dt
d-----         9/17/2020   6:10 AM                ea
d-----         9/17/2020   6:10 AM                gc_sc
d-----         9/17/2020   6:10 AM                hst
d-----         9/17/2020   6:10 AM                jt
d-----         9/17/2020   6:10 AM                lb
d-----         9/17/2020   6:10 AM                nt


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                5.8


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Archive
d-----         9/17/2020   6:10 AM                auto
d-----         9/17/2020   6:10 AM                Bundle
d-----         9/17/2020   6:10 AM                Compress
d-----         9/17/2020   6:10 AM                Config
d-----         9/17/2020   6:10 AM                CPAN
d-----         9/17/2020   6:10 AM                Devel
d-----         9/17/2020   6:10 AM                ExtUtils
d-----         9/17/2020   6:10 AM                File
d-----         9/17/2020   6:10 AM                HTML
d-----         9/17/2020   6:10 AM                HTTP
d-----         9/17/2020   6:10 AM                IO
d-----         9/17/2020   6:10 AM                IPC
d-----         9/17/2020   6:10 AM                LWP
d-----         9/17/2020   6:10 AM                Module
d-----         9/17/2020   6:10 AM                msys
d-----         9/17/2020   6:10 AM                Net
d-----         9/17/2020   6:10 AM                PAR
d-----         9/17/2020   6:10 AM                Pod
d-----         9/17/2020   6:10 AM                Probe
d-----         9/17/2020   6:10 AM                Regexp
d-----         9/17/2020   6:10 AM                Term
d-----         9/17/2020   6:10 AM                Test
d-----         9/17/2020   6:10 AM                URI
d-----         9/17/2020   6:10 AM                WWW
d-----         9/17/2020   6:10 AM                XML
d-----         9/17/2020   6:10 AM                YAML


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\Archive


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Tar
d-----         9/17/2020   6:10 AM                Zip


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\auto


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Compress
d-----         9/17/2020   6:10 AM                Tee


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\auto\Compress


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Zlib


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\CPAN


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Kwalify
d-----         9/17/2020   6:10 AM                Reporter


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\Devel


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Symdump


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\ExtUtils


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                CBuilder


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\ExtUtils\CBuilder


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Platform


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\File


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Copy
d-----         9/17/2020   6:10 AM                HomeDir


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\HTTP


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Cookies
d-----         9/17/2020   6:10 AM                Headers
d-----         9/17/2020   6:10 AM                Request


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\IO


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Compress
d-----         9/17/2020   6:10 AM                Uncompress


    Directory: C:\opscode\chef\embedded\lib\perl5\vendor_perl\5.8\IO\Compress


Mode                 LastWriteTime         Length Name
----                 -------------         ------ ----
d-----         9/17/2020   6:10 AM                Adapter
